期刊名称	IF	JCR分区	Category	ISSN	eISSN	中科院分区
PLoS Neglected Tropical Diseases	3.4	Q1	PARASITOLOGY(SCIE);TROPICAL MEDICINE(SCIE)	1935-2735	1935-2735	2
PLoS Pathogens	4.9	Q1	MICROBIOLOGY(SCIE);PARASITOLOGY(SCIE);VIROLOGY(SCIE)	1553-7366	1553-7374	1
Pneumonia	6.2	Q1	RESPIRATORY SYSTEM(ESCI)	2200-6133	2200-6133	3
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej	4.7	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0032-3772	1897-9483	3
PPAR Research	3.1	Q2	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1687-4757	1687-4765	3
Practical Radiation Oncology	3.5	Q1	ONCOLOGY(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1879-8500	1879-8500	3
Precision Clinical Medicine	5	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)	2096-5303	2516-1571	2
Presse Medicale	3.4	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0755-4982	2213-0276	3
Probiotics and Antimicrobial Proteins	4.4	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);MICROBIOLOGY(SCIE)	1867-1306	1867-1314	2
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES	4.6	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	0386-2208	1349-2896	2
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	9.1	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	0027-8424	1091-6490	1
PROCEEDINGS OF THE NUTRITION SOCIETY	4.5	Q1	NUTRITION & DIETETICS(SCIE)	0029-6651	1475-2719	2
PROGRESS IN CARDIOVASCULAR DISEASES	7.6	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	0033-0620	1873-1740	2
PROGRESS IN LIPID RESEARCH	14.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NUTRITION & DIETETICS(SCIE)	0163-7827	1873-2194	1
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	3.9	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PSYCHIATRY(SCIE)	0278-5846	1878-4216	2
PROGRESS IN NEUROBIOLOGY	6.1	Q1	NEUROSCIENCES(SCIE)	0301-0082	1873-5118	2
Progress in Nuclear Energy	3.2	Q1	NUCLEAR SCIENCE & TECHNOLOGY(SCIE)	0149-1970	1878-4224	3
Progress in Orthodontics	5	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	2196-1042	2196-1042	2
PROGRESS IN RETINAL AND EYE RESEARCH	14.7	Q1	OPHTHALMOLOGY(SCIE)	1350-9462	1873-1635	1
PROSTATE CANCER AND PROSTATIC DISEASES	5.8	Q1	ONCOLOGY(SCIE);UROLOGY & NEPHROLOGY(SCIE)	1365-7852	1476-5608	2
Protein & Cell	12.8	Q1	CELL BIOLOGY(SCIE)	1674-800X	1674-8018	1
PROTEIN SCIENCE	5.2	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	0961-8368	1469-896X	3
Proteomes	3.6	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI)	N/A	2227-7382	3
PROTEOMICS	3.9	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE);BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1615-9853	1615-9861	3
PSICOTHEMA	3.5	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	0214-9915	1886-144X	2
Psoriasis-Targets and Therapy	5.7	Q1	DERMATOLOGY(ESCI)	N/A	2230-326X	3
PSYCHIATRY AND CLINICAL NEUROSCIENCES	6.2	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE);PSYCHIATRY(SCIE)	1323-1316	1440-1819	2
PSYCHIATRY RESEARCH	3.9	Q1	PSYCHIATRY(SCIE, SSCI)	0165-1781	1872-7123	3
PSYCHOLOGICAL ASSESSMENT	3.3	Q1	PSYCHOLOGY, CLINICAL(SSCI)	1040-3590	1939-134X	2
PSYCHOLOGICAL BULLETIN	19.8	Q1	PSYCHOLOGY(SCIE);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	0033-2909	1939-1455	1
PSYCHOLOGICAL MEDICINE	5.5	Q1	PSYCHIATRY(SCIE, SSCI);PSYCHOLOGY(SCIE);PSYCHOLOGY, CLINICAL(SSCI)	0033-2917	1469-8978	2
PSYCHOLOGICAL METHODS	7.8	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1082-989X	1939-1463	1
PSYCHOLOGICAL REVIEW	5.8	Q1	PSYCHOLOGY(SCIE);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	0033-295X	1939-1471	1
PSYCHOLOGICAL SCIENCE	5.1	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	0956-7976	1467-9280	1
Psychological Science in the Public Interest	17.6	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1529-1006	1539-6053	1
PSYCHOLOGY AND AGING	3.5	Q1	GERONTOLOGY(SSCI);PSYCHOLOGY, DEVELOPMENTAL(SSCI)	0882-7974	1939-1498	2
Psychology of Sexual Orientation and Gender Diversity	3.9	Q1	PSYCHOLOGY(SCIE);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	2329-0382	2329-0390	2
Psychology Research and Behavior Management	3.2	Q1	PSYCHOLOGY, CLINICAL(SSCI);PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1179-1578	1179-1578	3
PSYCHONEUROENDOCRINOLOGY	3.6	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NEUROSCIENCES(SCIE);PSYCHIATRY(SCIE)	0306-4530	1873-3360	2
PSYCHOPHARMACOLOGY	3.3	Q2	NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PSYCHIATRY(SCIE)	0033-3158	1432-2072	3
Psychosocial Intervention	4.4	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1132-0559	2173-4712	2
PSYCHOTHERAPY	3.9	Q1	PSYCHOLOGY, CLINICAL(SSCI)	0033-3204	1939-1536	3
PSYCHOTHERAPY AND PSYCHOSOMATICS	17.4	Q1	PSYCHIATRY(SCIE, SSCI);PSYCHOLOGY(SCIE)	0033-3190	1423-0348	1
PUBLIC ADMINISTRATION REVIEW	4.9	Q1	PUBLIC ADMINISTRATION(SSCI)	0033-3352	1540-6210	1
Public Policy and Administration	3.2	Q1	PUBLIC ADMINISTRATION(SSCI)	0952-0767	1749-4192	3
Pulmonology	6.4	Q1	RESPIRATORY SYSTEM(SCIE)	2531-0437	2531-0437	2
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE	6.4	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	1460-2725	1460-2393	3
Qualitative Psychology	14.3	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(ESCI)	2326-3601	2326-3598	1
Qualitative Research in Psychology	4.4	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1478-0887	1478-0895	2
Quantum Machine Intelligence	4.4	Q2	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI);QUANTUM SCIENCE & TECHNOLOGY(ESCI)	2524-4906	2524-4914	3
QUARTERLY REVIEW OF BIOLOGY	3.2	Q1	BIOLOGY(SCIE)	0033-5770	1539-7718	2
Radiation Oncology	3.2	Q1	ONCOLOGY(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	N/A	1748-717X	2
RADIOGRAPHICS	5.5	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0271-5333	N/A	1
Radiologia Medica	4.8	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0033-8362	1826-6983	2
RADIOLOGY	15.2	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0033-8419	N/A	1
Radiology-Artificial Intelligence	13.2	Q1	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)	2638-6100	2638-6100	1
Radiology-Cardiothoracic Imaging	4.2	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)	2638-6135	2638-6135	3
Radiology-Imaging Cancer	6.3	Q1	ONCOLOGY(ESCI);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)	2638-616X	2638-616X	2
RADIOTHERAPY AND ONCOLOGY	5.3	Q1	ONCOLOGY(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0167-8140	1879-0887	2
Redox Biology	11.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	2213-2317	2213-2317	1
REDOX REPORT	7.4	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1351-0002	1743-2928	2
REGIONAL ANESTHESIA AND PAIN MEDICINE	3.5	Q1	ANESTHESIOLOGY(SCIE)	1098-7339	1532-8651	2
REGULATORY TOXICOLOGY AND PHARMACOLOGY	3.5	Q1	MEDICINE, LEGAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE);TOXICOLOGY(SCIE)	0273-2300	1096-0295	3
REPRODUCTION	3.7	Q1	DEVELOPMENTAL BIOLOGY(SCIE);REPRODUCTIVE BIOLOGY(SCIE)	1470-1626	1741-7899	2
Reproductive Biology and Endocrinology	4.7	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);REPRODUCTIVE BIOLOGY(SCIE)	N/A	1477-7827	2
Research	10.7	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	2096-5168	2639-5274	1
Research and Practice in Thrombosis and Haemostasis	3.4	Q2	HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	N/A	2475-0379	3
RESEARCH IN MICROBIOLOGY	3.4	Q2	MICROBIOLOGY(SCIE)	0923-2508	1769-7123	3
RESEARCH ON CHEMICAL INTERMEDIATES	3.5	Q2	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	0922-6168	1568-5675	3
Research Synthesis Methods	6.1	Q1	MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE);MULTIDISCIPLINARY SCIENCES(SCIE)	1759-2879	1759-2887	2
RESPIRATION	3.8	Q1	RESPIRATORY SYSTEM(SCIE)	0025-7931	1423-0356	3
RESPIRATORY MEDICINE	3.1	Q2	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);RESPIRATORY SYSTEM(SCIE)	0954-6111	1532-3064	3
RESPIRATORY RESEARCH	5	Q1	RESPIRATORY SYSTEM(SCIE)	N/A	1465-993X	2
RESPIROLOGY	6.3	Q1	RESPIRATORY SYSTEM(SCIE)	1323-7799	1440-1843	2
Results in Chemistry	4.2	Q2	CHEMISTRY, MULTIDISCIPLINARY(ESCI)	2211-7156	2211-7156	3
RESUSCITATION	4.6	Q1	CRITICAL CARE MEDICINE(SCIE);EMERGENCY MEDICINE(SCIE)	0300-9572	1873-1570	1
REVIEW OF GENERAL PSYCHOLOGY	3.2	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1089-2680	1939-1552	2
Review of Public Personnel Administration	3.1	Q1	PUBLIC ADMINISTRATION(SSCI)	0734-371X	1552-759X	2
REVIEWS IN ANALYTICAL CHEMISTRY	3.8	Q2	CHEMISTRY, ANALYTICAL(SCIE)	0793-0135	2191-0189	3
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS	8	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	1389-9155	1573-2606	2
REVIEWS IN MEDICAL VIROLOGY	6.6	Q1	VIROLOGY(SCIE)	1052-9276	1099-1654	2
REVIEWS IN THE NEUROSCIENCES	4.1	Q1	NEUROSCIENCES(SCIE)	0334-1763	2191-0200	3
REVISTA ESPANOLA DE CARDIOLOGIA	4.9	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	N/A	1885-5857	2
RHEUMATOLOGY	4.4	Q1	RHEUMATOLOGY(SCIE)	1462-0324	1462-0332	2
RHINOLOGY	6.8	Q1	OTORHINOLARYNGOLOGY(SCIE)	0300-0729	0300-0729	2
RMD Open	4.7	Q1	RHEUMATOLOGY(SCIE)	2056-5933	2056-5933	2
RNA	5	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1355-8382	1469-9001	3
RNA Biology	3.4	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1547-6286	1555-8584	3
RSC Advances	4.6	Q2	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	N/A	2046-2069	3
RSC Medicinal Chemistry	3.6	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, MEDICINAL(SCIE)	N/A	2632-8682	3
RUSSIAN CHEMICAL REVIEWS	6	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	0036-021X	1468-4837	2
SAUDI PHARMACEUTICAL JOURNAL	3.4	Q2	PHARMACOLOGY & PHARMACY(SCIE)	1319-0164	2213-7475	3
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS	3.8	Q1	SPORT SCIENCES(SCIE)	0905-7188	1600-0838	2
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine	3.1	Q1	EMERGENCY MEDICINE(SCIE)	1757-7241	1757-7241	2
Schizophrenia	4.1	Q1	PSYCHIATRY(SCIE)	N/A	2754-6993	2
SCHIZOPHRENIA BULLETIN	4.8	Q1	PSYCHIATRY(SCIE, SSCI)	0586-7614	1745-1701	1
Schizophrenia Research	3.5	Q1	PSYCHIATRY(SCIE, SSCI)	0920-9964	1573-2509	2
SCIENCE	45.8	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	0036-8075	1095-9203	1
Science Advances	12.5	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	2375-2548	2375-2548	1
Science and Medicine in Football	3.5	Q1	SPORT SCIENCES(SCIE)	2473-3938	2473-4446	2
Science Bulletin	21.1	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	2095-9273	2095-9281	1
Science China-Chemistry	9.7	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	1674-7291	1869-1870	1
Science China-Life Sciences	9.5	Q1	BIOLOGY(SCIE)	1674-7305	1869-1889	1
Science Immunology	16.3	Q1	IMMUNOLOGY(SCIE)	2470-9468	2470-9468	1
Science Signaling	6.6	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	1945-0877	1937-9145	1
Science Translational Medicine	14.6	Q1	CELL BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1946-6234	1946-6242	1
Scientific African	3.3	Q1	MULTIDISCIPLINARY SCIENCES(ESCI)	2468-2276	2468-2276	3
Scientific Data	6.9	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	N/A	2052-4463	2
Scientific Reports	3.9	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	2045-2322	2045-2322	3
Scientifica	3.1	Q1	BIOLOGY(ESCI)	2090-908X	2090-908X	3
SEMINARS IN ARTHRITIS AND RHEUMATISM	4.4	Q1	RHEUMATOLOGY(SCIE)	0049-0172	1532-866X	2
SEMINARS IN CANCER BIOLOGY	15.7	Q1	ONCOLOGY(SCIE)	1044-579X	1096-3650	2
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY	6	Q1	CELL BIOLOGY(SCIE);DEVELOPMENTAL BIOLOGY(SCIE)	1084-9521	1096-3634	2
SEMINARS IN DIAGNOSTIC PATHOLOGY	3.5	Q1	MEDICAL LABORATORY TECHNOLOGY(SCIE);PATHOLOGY(SCIE)	0740-2570	1930-1111	3
SEMINARS IN HEMATOLOGY	4.1	Q1	HEMATOLOGY(SCIE)	0037-1963	1532-8686	2
SEMINARS IN IMMUNOLOGY	7.8	Q1	IMMUNOLOGY(SCIE)	1044-5323	1096-3618	2
Seminars in Immunopathology	9.2	Q1	IMMUNOLOGY(SCIE);PATHOLOGY(SCIE)	1863-2297	1863-2300	1
SEMINARS IN LIVER DISEASE	3.7	Q2	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	0272-8087	1098-8971	3
SEMINARS IN NEPHROLOGY	3.5	Q1	UROLOGY & NEPHROLOGY(SCIE)	0270-9295	1558-4488	3
SEMINARS IN NUCLEAR MEDICINE	5.9	Q1	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	0001-2998	1558-4623	2
SEMINARS IN RADIATION ONCOLOGY	3.2	Q1	ONCOLOGY(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1053-4296	1532-9461	3
SEMINARS IN THROMBOSIS AND HEMOSTASIS	4.1	Q1	HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	0094-6176	1098-9064	3
Sensing and Bio-Sensing Research	4.9	Q1	CHEMISTRY, ANALYTICAL(ESCI)	N/A	2214-1804	2
Sensors & Diagnostics	4.1	Q1	CHEMISTRY, ANALYTICAL(ESCI)	N/A	2635-0998	3
Sexual Medicine Reviews	3.4	Q1	UROLOGY & NEPHROLOGY(SCIE)	2050-0513	2050-0521	2
Signal Transduction and Targeted Therapy	52.7	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	2095-9907	2059-3635	1
Skeletal Muscle	4.4	Q2	CELL BIOLOGY(SCIE)	2044-5040	2044-5040	2
SLEEP	4.9	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0161-8105	1550-9109	2
Sleep Health	3.4	Q2	CLINICAL NEUROLOGY(SCIE)	2352-7218	2352-7226	2
SLEEP MEDICINE	3.4	Q2	CLINICAL NEUROLOGY(SCIE)	1389-9457	1878-5506	2
Sleep Medicine Clinics	4.9	Q1	CLINICAL NEUROLOGY(ESCI)	1556-407X	1556-4088	3
SLEEP MEDICINE REVIEWS	9.7	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1087-0792	1532-2955	1
Social Cognitive and Affective Neuroscience	3.1	Q1	NEUROSCIENCES(SCIE);PSYCHOLOGY(SCIE);PSYCHOLOGY, EXPERIMENTAL(SSCI)	1749-5016	1749-5024	2
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY	3.5	Q1	PSYCHIATRY(SCIE, SSCI)	0933-7954	1433-9285	2
SPORTS MEDICINE	9.4	Q1	SPORT SCIENCES(SCIE)	0112-1642	1179-2035	1
Sports Medicine-Open	5.9	Q1	SPORT SCIENCES(SCIE)	2199-1170	2198-9761	2
STATISTICAL SCIENCE	3.4	Q1	STATISTICS & PROBABILITY(SCIE)	0883-4237	2168-8745	1
Statistics Surveys	15.4	Q1	STATISTICS & PROBABILITY(ESCI)	1935-7516	1935-7516	2
STROKE	8.9	Q1	CLINICAL NEUROLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	0039-2499	1524-4628	1
Stroke and Vascular Neurology	4.9	Q1	CLINICAL NEUROLOGY(SCIE)	2059-8688	2059-8696	2
STUDIES IN MYCOLOGY	17.1	Q1	MYCOLOGY(SCIE)	0166-0616	1872-9797	1
Substance Abuse and Rehabilitation	5.9	Q1	SUBSTANCE ABUSE(ESCI)	1179-8467	1179-8467	3
Substance Abuse Treatment Prevention and Policy	3.2	Q1	SUBSTANCE ABUSE(SSCI)	N/A	1747-597X	3
Surgery for Obesity and Related Diseases	3.8	Q1	SURGERY(SCIE)	1550-7289	1878-7533	2
SURVEY OF OPHTHALMOLOGY	5.9	Q1	OPHTHALMOLOGY(SCIE)	0039-6257	1879-3304	2
Synthetic and Systems Biotechnology	4.4	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	2405-805X	2405-805X	1
SYSTEMATIC AND APPLIED MICROBIOLOGY	4.2	Q2	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);MICROBIOLOGY(SCIE)	0723-2020	1618-0984	2
Systematic Biology	5.7	Q1	EVOLUTIONARY BIOLOGY(SCIE)	1063-5157	1076-836X	1
Systematic Reviews	3.9	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	N/A	2046-4053	3
TALANTA	6.1	Q1	CHEMISTRY, ANALYTICAL(SCIE)	0039-9140	1873-3573	2
Talanta Open	3.7	Q2	CHEMISTRY, ANALYTICAL(ESCI)	2666-8319	2666-8319	3
Targeted Oncology	4	Q2	ONCOLOGY(SCIE)	1776-2596	1776-260X	3
Theranostics	13.3	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1838-7640	1838-7640	1
Therapeutic Advances in Drug Safety	3.4	Q2	PHARMACOLOGY & PHARMACY(SCIE)	2042-0986	2042-0994	3
Therapeutic Advances in Endocrinology and Metabolism	4.6	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	2042-0188	2042-0196	3
Therapeutic Advances in Gastroenterology	3.4	Q2	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	N/A	1756-2848	3
Therapeutic Advances in Hematology	3.1	Q2	HEMATOLOGY(SCIE)	2040-6207	2040-6215	3
Therapeutic Advances in Medical Oncology	4.2	Q2	ONCOLOGY(SCIE)	1758-8340	1758-8359	2
Therapeutic Advances in Musculoskeletal Disease	4.1	Q1	RHEUMATOLOGY(SCIE)	1759-720X	1759-7218	3
Therapeutic Advances in Neurological Disorders	4.1	Q1	CLINICAL NEUROLOGY(SCIE)	1756-2856	1756-2864	2
Therapeutic Advances in Psychopharmacology	4	Q1	PHARMACOLOGY & PHARMACY(SCIE);PSYCHIATRY(SCIE)	2045-1253	2045-1261	3
THORAX	7.7	Q1	RESPIRATORY SYSTEM(SCIE)	0040-6376	1468-3296	1
THROMBOSIS AND HAEMOSTASIS	4.3	Q1	HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	0340-6245	2567-689X	2
THROMBOSIS RESEARCH	3.4	Q2	HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE)	0049-3848	1879-2472	3
THYROID	6.7	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	1050-7256	1557-9077	1
Ticks and Tick-Borne Diseases	3.4	Q1	INFECTIOUS DISEASES(SCIE);MICROBIOLOGY(SCIE);PARASITOLOGY(SCIE)	1877-959X	1877-9603	2
Topics in Current Chemistry	8.8	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	2365-0869	2364-8961	2
TOXICOLOGICAL SCIENCES	4.1	Q1	TOXICOLOGY(SCIE)	1096-6080	1096-0929	3
TOXICOLOGY	4.6	Q1	PHARMACOLOGY & PHARMACY(SCIE);TOXICOLOGY(SCIE)	0300-483X	1879-3185	3
TOXICOLOGY AND APPLIED PHARMACOLOGY	3.4	Q2	PHARMACOLOGY & PHARMACY(SCIE);TOXICOLOGY(SCIE)	0041-008X	1096-0333	3
TRAC-TRENDS IN ANALYTICAL CHEMISTRY	12	Q1	CHEMISTRY, ANALYTICAL(SCIE)	0165-9936	1879-3142	1
Transcription-Austin	4.4	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI)	2154-1264	2154-1272	3
Transfer-European Review of Labour and Research	3.7	Q1	INDUSTRIAL RELATIONS & LABOR(SSCI)	1024-2589	1996-7284	3
Translational Lung Cancer Research	3.5	Q1	ONCOLOGY(SCIE);RESPIRATORY SYSTEM(SCIE)	2218-6751	2226-4477	3
Translational Neurodegeneration	15.2	Q1	NEUROSCIENCES(SCIE)	2047-9158	2047-9158	1
Translational Oncology	4.1	Q2	ONCOLOGY(SCIE)	1936-5233	1936-5233	3
Translational Psychiatry	6.2	Q1	PSYCHIATRY(SCIE)	2158-3188	2158-3188	2
Translational Research	5.9	Q1	MEDICAL LABORATORY TECHNOLOGY(SCIE);MEDICINE, GENERAL & INTERNAL(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1931-5244	1878-1810	2
Translational Stroke Research	4.3	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1868-4483	1868-601X	2
TRENDS IN BIOCHEMICAL SCIENCES	11	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	0968-0004	1362-4326	1
TRENDS IN BIOTECHNOLOGY	14.9	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	0167-7799	1879-3096	1
Trends in Cancer	17.5	Q1	ONCOLOGY(SCIE)	2405-8033	2405-8025	1
TRENDS IN CARDIOVASCULAR MEDICINE	9	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	1050-1738	1873-2615	2
TRENDS IN CELL BIOLOGY	18.1	Q1	CELL BIOLOGY(SCIE)	0962-8924	1879-3088	1
Trends in Chemistry	13.6	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	N/A	2589-5974	1
TRENDS IN COGNITIVE SCIENCES	17.2	Q1	BEHAVIORAL SCIENCES(SCIE);NEUROSCIENCES(SCIE);PSYCHOLOGY, EXPERIMENTAL(SSCI)	1364-6613	1879-307X	1
TRENDS IN ENDOCRINOLOGY AND METABOLISM	12.6	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	1043-2760	1879-3061	1
TRENDS IN GENETICS	16.3	Q1	GENETICS & HEREDITY(SCIE)	0168-9525	1362-4555	1
TRENDS IN IMMUNOLOGY	13.9	Q1	IMMUNOLOGY(SCIE)	1471-4906	1471-4981	2
TRENDS IN MICROBIOLOGY	14.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);MICROBIOLOGY(SCIE)	0966-842X	1878-4380	1
TRENDS IN MOLECULAR MEDICINE	13.8	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1471-4914	1471-499X	1
TRENDS IN NEUROSCIENCES	15.1	Q1	NEUROSCIENCES(SCIE)	0166-2236	1878-108X	1
TRENDS IN PARASITOLOGY	6.6	Q1	PARASITOLOGY(SCIE)	1471-4922	1471-5007	2
TRENDS IN PHARMACOLOGICAL SCIENCES	19.9	Q1	PHARMACOLOGY & PHARMACY(SCIE)	0165-6147	1873-3735	1
Tropical Medicine and Health	3.5	Q1	TROPICAL MEDICINE(SCIE)	1348-8945	1349-4147	3
Tumour Virus Research	8.1	Q1	VIROLOGY(ESCI)	2666-6790	2666-6790	2
United European Gastroenterology Journal	6.7	Q1	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	2050-6406	2050-6414	2
Vaccine	3.5	Q2	IMMUNOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	0264-410X	1873-2518	3
Vaccines	3.4	Q2	IMMUNOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	N/A	2076-393X	3
VASCULAR MEDICINE	3.3	Q2	PERIPHERAL VASCULAR DISEASE(SCIE)	1358-863X	1477-0377	3
VASCULAR PHARMACOLOGY	3.5	Q2	PHARMACOLOGY & PHARMACY(SCIE)	1537-1891	1879-3649	3
VIRCHOWS ARCHIV	3.1	Q2	PATHOLOGY(SCIE)	0945-6317	1432-2307	2
